Initializing Moontide Kernel (Lua-Config Mode)...

[Kernel] Hot-swapping GRAPH TOPOLOGY (Lua)...
[Orchestrator] Registered Wire: ai.layers (28 bytes, Buffered: false)
[Orchestrator] Registered Wire: ai.brain (68 bytes, Buffered: false)
[Orchestrator] Registered Wire: ai.stats (16 bytes, Buffered: false)
[ExtensionManager] Loaded Runtime: luajit (from ./ext/)
[Orchestrator] Task Graph: 1 parallel levels.
[Node ai.trainer] Hot-reloading script: examples/mlp/trainer.lua
[INFO ] [ai.trainer] MLP Brain Initialized
[Monitor AI] Epoch:     +1 | Input: (1, 1) | Target: 0 | Pred: 0.27 | Loss: 0.07477 | Init: 1.0
[Monitor AI] Epoch:   +154 | Input: (1, 0) | Target: 1 | Pred: 0.42 | Loss: 0.33562 | Init: 1.0
[Monitor AI] Epoch:   +155 | Input: (1, 1) | Target: 0 | Pred: 0.46 | Loss: 0.21008 | Init: 1.0
[Monitor AI] Epoch:   +156 | Input: (0, 0) | Target: 0 | Pred: 0.45 | Loss: 0.19999 | Init: 1.0
[Monitor AI] Epoch:   +157 | Input: (1, 0) | Target: 1 | Pred: 0.40 | Loss: 0.36040 | Init: 1.0
[Monitor AI] Epoch:   +158 | Input: (1, 1) | Target: 0 | Pred: 0.44 | Loss: 0.19078 | Init: 1.0
[Monitor AI] Epoch:   +159 | Input: (0, 1) | Target: 1 | Pred: 0.42 | Loss: 0.33685 | Init: 1.0
[Monitor AI] Epoch:   +160 | Input: (1, 0) | Target: 1 | Pred: 0.45 | Loss: 0.30178 | Init: 1.0
[Monitor AI] Epoch:   +161 | Input: (1, 0) | Target: 1 | Pred: 0.49 | Loss: 0.25582 | Init: 1.0
[Monitor AI] Epoch:   +162 | Input: (0, 1) | Target: 1 | Pred: 0.53 | Loss: 0.22158 | Init: 1.0
[Monitor AI] Epoch:   +163 | Input: (0, 1) | Target: 1 | Pred: 0.56 | Loss: 0.19385 | Init: 1.0
[Monitor AI] Epoch:   +164 | Input: (1, 1) | Target: 0 | Pred: 0.59 | Loss: 0.34541 | Init: 1.0
[Monitor AI] Epoch:   +165 | Input: (1, 1) | Target: 0 | Pred: 0.54 | Loss: 0.29552 | Init: 1.0
[Monitor AI] Epoch:   +166 | Input: (0, 0) | Target: 0 | Pred: 0.52 | Loss: 0.27056 | Init: 1.0
[Monitor AI] Epoch:   +167 | Input: (0, 1) | Target: 1 | Pred: 0.48 | Loss: 0.27379 | Init: 1.0
[Monitor AI] Epoch:   +168 | Input: (0, 0) | Target: 0 | Pred: 0.52 | Loss: 0.27018 | Init: 1.0
[Monitor AI] Epoch:   +169 | Input: (0, 1) | Target: 1 | Pred: 0.48 | Loss: 0.27221 | Init: 1.0
[Monitor AI] Epoch:   +170 | Input: (1, 0) | Target: 1 | Pred: 0.51 | Loss: 0.24044 | Init: 1.0
[Monitor AI] Epoch:   +171 | Input: (1, 1) | Target: 0 | Pred: 0.54 | Loss: 0.29327 | Init: 1.0
[Monitor AI] Epoch:   +172 | Input: (0, 1) | Target: 1 | Pred: 0.51 | Loss: 0.24184 | Init: 1.0
[Monitor AI] Epoch:   +173 | Input: (1, 1) | Target: 0 | Pred: 0.53 | Loss: 0.28509 | Init: 1.0
[Monitor AI] Epoch:   +174 | Input: (0, 0) | Target: 0 | Pred: 0.51 | Loss: 0.26125 | Init: 1.0
[Monitor AI] Epoch:   +175 | Input: (1, 0) | Target: 1 | Pred: 0.46 | Loss: 0.28805 | Init: 1.0
[Monitor AI] Epoch:   +176 | Input: (0, 0) | Target: 0 | Pred: 0.52 | Loss: 0.26631 | Init: 1.0
[Monitor AI] Epoch:   +177 | Input: (0, 1) | Target: 1 | Pred: 0.47 | Loss: 0.27593 | Init: 1.0
[Monitor AI] Epoch:   +178 | Input: (1, 0) | Target: 1 | Pred: 0.51 | Loss: 0.24397 | Init: 1.0
[Monitor AI] Epoch:   +179 | Input: (1, 1) | Target: 0 | Pred: 0.54 | Loss: 0.28979 | Init: 1.0
[Monitor AI] Epoch:   +180 | Input: (1, 1) | Target: 0 | Pred: 0.50 | Loss: 0.24594 | Init: 1.0
[Monitor AI] Epoch:   +181 | Input: (1, 0) | Target: 1 | Pred: 0.46 | Loss: 0.28629 | Init: 1.0
[Monitor AI] Epoch:   +182 | Input: (1, 0) | Target: 1 | Pred: 0.51 | Loss: 0.24230 | Init: 1.0
[Monitor AI] Epoch:   +183 | Input: (1, 1) | Target: 0 | Pred: 0.54 | Loss: 0.28790 | Init: 1.0
[Monitor AI] Epoch:   +184 | Input: (1, 1) | Target: 0 | Pred: 0.49 | Loss: 0.24417 | Init: 1.0
[Monitor AI] Epoch:   +185 | Input: (1, 1) | Target: 0 | Pred: 0.45 | Loss: 0.20672 | Init: 1.0
[Monitor AI] Epoch:   +186 | Input: (0, 0) | Target: 0 | Pred: 0.45 | Loss: 0.20200 | Init: 1.0
[Monitor AI] Epoch:   +187 | Input: (0, 1) | Target: 1 | Pred: 0.41 | Loss: 0.35103 | Init: 1.0
[Monitor AI] Epoch:   +188 | Input: (0, 1) | Target: 1 | Pred: 0.44 | Loss: 0.30805 | Init: 1.0
[Monitor AI] Epoch:   +189 | Input: (0, 1) | Target: 1 | Pred: 0.48 | Loss: 0.26917 | Init: 1.0
[Monitor AI] Epoch:   +190 | Input: (0, 1) | Target: 1 | Pred: 0.52 | Loss: 0.23486 | Init: 1.0
[Monitor AI] Epoch:   +191 | Input: (0, 0) | Target: 0 | Pred: 0.56 | Loss: 0.30835 | Init: 1.0
[Monitor AI] Epoch:   +192 | Input: (0, 0) | Target: 0 | Pred: 0.52 | Loss: 0.27062 | Init: 1.0
[Monitor AI] Epoch:   +193 | Input: (1, 1) | Target: 0 | Pred: 0.47 | Loss: 0.21674 | Init: 1.0
[Monitor AI] Epoch:   +194 | Input: (0, 0) | Target: 0 | Pred: 0.45 | Loss: 0.20657 | Init: 1.0
[Monitor AI] Epoch:   +195 | Input: (0, 0) | Target: 0 | Pred: 0.43 | Loss: 0.18117 | Init: 1.0
[Monitor AI] Epoch:   +196 | Input: (0, 1) | Target: 1 | Pred: 0.39 | Loss: 0.36924 | Init: 1.0
[Monitor AI] Epoch:   +197 | Input: (0, 0) | Target: 0 | Pred: 0.44 | Loss: 0.18963 | Init: 1.0
[Monitor AI] Epoch:   +198 | Input: (1, 0) | Target: 1 | Pred: 0.39 | Loss: 0.37800 | Init: 1.0
[Monitor AI] Epoch:   +199 | Input: (0, 1) | Target: 1 | Pred: 0.44 | Loss: 0.31007 | Init: 1.0
[Monitor AI] Epoch:   +200 | Input: (0, 0) | Target: 0 | Pred: 0.48 | Loss: 0.23425 | Init: 1.0
[Monitor AI] Epoch:   +201 | Input: (1, 0) | Target: 1 | Pred: 0.43 | Loss: 0.31933 | Init: 1.0
[Monitor AI] Epoch:   +202 | Input: (0, 0) | Target: 0 | Pred: 0.49 | Loss: 0.24233 | Init: 1.0
[Monitor AI] Epoch:   +203 | Input: (1, 1) | Target: 0 | Pred: 0.44 | Loss: 0.19470 | Init: 1.0
[Monitor AI] Epoch:   +204 | Input: (0, 0) | Target: 0 | Pred: 0.43 | Loss: 0.18526 | Init: 1.0
[Monitor AI] Epoch:   +205 | Input: (1, 0) | Target: 1 | Pred: 0.38 | Loss: 0.38197 | Init: 1.0
[Monitor AI] Epoch:   +206 | Input: (1, 0) | Target: 1 | Pred: 0.43 | Loss: 0.32746 | Init: 1.0
[Monitor AI] Epoch:   +207 | Input: (1, 1) | Target: 0 | Pred: 0.47 | Loss: 0.21799 | Init: 1.0
[Monitor AI] Epoch:   +208 | Input: (0, 0) | Target: 0 | Pred: 0.45 | Loss: 0.20430 | Init: 1.0
[Monitor AI] Epoch:   +209 | Input: (1, 1) | Target: 0 | Pred: 0.40 | Loss: 0.15964 | Init: 1.0
